Employee ID,Date,Total Sales Amount,Total Units Sold,Region
E001,2023-06-27,6062.52,537,North
E002,2023-06-12,3514.32,809,South
E003,2023-08-30,8558.31,919,East
E004,2023-04-30,2929.14,115,South
E005,2023-02-08,1649.54,755,North
E006,2023-06-05,6205.5,310,East
E007,2023-08-18,9544.67,610,West
E008,2023-05-18,3012.57,383,West
E009,2023-08-25,2195.51,104,South
E010,2023-06-15,4437.46,729,North
E011,2023-09-07,4032.97,678,West
E012,2023-04-19,7939.25,655,East
E013,2023-02-28,1137.91,951,South
E014,2023-12-27,9258.94,917,West
E015,2023-08-06,4756.89,763,West
E016,2023-08-02,1443.15,155,North
E017,2023-11-29,6225.56,769,South
E018,2023-02-03,6308.25,386,West
E019,2023-12-02,6973.62,151,North
E020,2023-01-10,4818.59,638,West
E021,2023-01-22,5854.83,774,South
E022,2023-08-27,7117.73,920,South
E023,2023-09-27,1274.63,843,East
E024,2023-07-28,1609.22,670,East
E025,2023-04-25,3602.85,697,North
E026,2023-05-12,6052.22,221,West
E027,2023-01-18,7361.92,705,East
E028,2023-05-01,4981.09,787,West
E029,2023-06-13,3162.33,485,South
E030,2023-06-01,9656.68,216,South
E031,2023-11-04,6397.03,567,North
E032,2023-06-29,4267.47,305,North
E033,2023-09-02,8085.2,832,East
E034,2023-08-16,4147.5,762,North
E035,2023-07-10,9396.72,264,West
E036,2023-04-10,4386.51,451,South
E037,2023-02-12,3810.45,109,East
E038,2023-05-04,9588.68,322,South
E039,2023-08-12,1591.65,196,South
E040,2023-11-01,4027.32,768,North
E041,2023-11-28,5320.47,183,North
E042,2023-01-26,8029.8,931,North
E043,2023-06-03,6963.48,109,West
E044,2023-03-07,6609.98,582,East
E045,2023-07-04,6815.43,883,North
E046,2023-04-17,3599.85,557,East
E047,2023-11-24,5486.77,493,North
E048,2023-06-14,6417.02,110,West
E049,2023-09-23,9173.19,136,West
E050,2023-09-05,4748.75,126,East
E051,2023-08-04,9924.56,121,South
E052,2023-08-11,3003.16,931,West
E053,2023-06-01,7755.86,806,West
E054,2023-01-20,5036.1,707,North
E055,2023-11-16,6329.75,783,West
E056,2023-04-05,1829.1,107,South
E057,2023-05-09,4686.4,462,South
E058,2023-07-15,8026.91,162,West
E059,2023-07-25,9781.67,314,North
E060,2023-01-17,1699.56,492,North
E061,2023-06-11,3581.61,808,North
E062,2023-11-19,2926.26,365,North
E063,2023-05-13,1509.18,990,South
E064,2023-07-19,6702.59,137,West
E065,2023-07-21,6715.6,976,North
E066,2023-07-07,5463.21,304,West
E067,2023-05-18,8259.76,927,West
E068,2023-05-25,2452.89,171,West
E069,2023-04-13,4500.68,927,East
E070,2023-07-31,5474.46,837,South
E071,2023-03-17,2060.19,111,West
E072,2023-04-20,2076.69,774,West
E073,2023-09-19,6146.28,487,East
E074,2023-05-10,1747.16,488,West
E075,2023-08-25,5564.65,347,East
E076,2023-01-17,1411.25,591,North
E077,2023-03-01,4948.05,150,East
E078,2023-04-14,6902.65,431,South
E079,2023-07-03,3100.0,905,North
E080,2023-04-06,6920.67,851,North
E081,2023-02-18,1647.15,189,East
E082,2023-10-21,5013.58,214,West
E083,2023-02-13,8546.0,834,West
E084,2023-04-06,5140.61,856,West
E085,2023-09-19,2392.71,339,North
E086,2023-06-29,2844.99,679,South
E087,2023-03-14,6351.31,876,South
E088,2023-05-14,8962.68,437,North
E089,2023-11-06,7409.93,658,East
E090,2023-09-12,9272.41,804,West
E091,2023-01-27,5575.01,457,West
E092,2023-06-24,7534.28,221,East
E093,2023-04-03,9687.17,139,South
E094,2023-04-21,6447.09,503,East
E095,2023-02-26,5810.4,495,North
E096,2023-11-23,7987.98,361,South
E097,2023-03-02,4841.42,921,West
E098,2023-09-19,6491.36,943,North
E099,2023-10-31,6485.38,830,West
E100,2023-01-10,9753.75,179,West
E001,2023-11-17,3031.09,224,East
E002,2023-07-11,6961.3,314,North
E003,2023-02-06,9999.12,311,West
E004,2023-04-23,2661.71,997,East
E005,2023-06-09,3202.05,738,East
E006,2023-02-05,3443.45,805,West
E007,2023-07-12,3506.67,216,East
E008,2023-07-11,5226.08,134,West
E009,2023-05-08,3794.64,896,North
E010,2023-11-25,3248.43,987,West
E011,2023-04-23,2480.82,980,South
E012,2023-10-09,3701.01,166,West
E013,2023-10-17,5158.35,712,North
E014,2023-10-06,4417.63,682,East
E015,2023-02-25,1709.63,125,South
E016,2023-04-15,2726.07,819,West
E017,2023-04-05,7873.71,456,South
E018,2023-10-16,2412.24,166,West
E019,2023-06-04,1227.41,189,West
E020,2023-05-08,7104.05,173,North
E021,2023-11-30,2977.56,830,North
E022,2023-11-06,9523.28,725,West
E023,2023-11-28,6552.71,614,South
E024,2023-04-25,8934.57,443,East
E025,2023-06-20,8373.31,434,East
E026,2023-02-14,7263.32,304,South
E027,2023-12-04,8112.28,553,North
E028,2023-04-04,8861.13,954,West
E029,2023-03-01,9747.75,257,South
E030,2023-11-24,1205.08,715,East
E031,2023-10-31,5081.25,556,East
E032,2023-04-24,2338.51,813,North
E033,2023-05-24,7453.46,443,South
E034,2023-06-08,5900.98,984,West
E035,2023-02-04,5234.63,658,South
E036,2023-09-23,9606.01,434,South
E037,2023-01-02,3059.93,281,North
E038,2023-08-22,3360.8,146,South
E039,2023-07-25,2808.15,952,East
E040,2023-04-14,5569.44,439,East
E041,2023-07-16,8332.92,620,South
E042,2023-04-11,8145.83,222,South
E043,2023-12-05,6854.65,866,North
E044,2023-03-31,4418.65,982,North
E045,2023-07-31,8068.73,705,West
E046,2023-01-18,3070.11,873,East
E047,2023-06-08,5660.33,974,West
E048,2023-11-17,3418.63,402,West
E049,2023-03-01,7134.07,828,South
E050,2023-09-05,2418.71,729,West
E051,2023-05-25,6322.61,582,East
E052,2023-01-15,6699.5,609,South
E053,2023-09-29,8533.11,197,North
E054,2023-04-27,8328.83,751,East
E055,2023-11-20,3208.25,509,West
E056,2023-01-25,5045.36,994,North
E057,2023-10-28,2016.95,928,West
E058,2023-02-27,6485.71,778,East
E059,2023-07-12,7962.62,115,East
E060,2023-02-22,6586.21,568,East
E061,2023-09-06,2655.37,757,North
E062,2023-05-26,9848.19,312,East
E063,2023-12-20,6461.06,220,South
E064,2023-12-11,6132.13,381,West
E065,2023-04-27,3382.85,169,West
E066,2023-11-07,4350.63,893,South
E067,2023-06-08,6090.42,741,East
E068,2023-07-18,8683.35,925,West
E069,2023-01-07,2980.29,220,South
E070,2023-10-21,9943.16,720,East
E071,2023-08-13,1158.9,198,East
E072,2023-05-04,1784.41,243,West
E073,2023-07-20,8009.99,980,South
E074,2023-08-28,8724.48,262,North
E075,2023-11-27,7579.75,484,North
E076,2023-10-26,4445.17,202,South
E077,2023-11-28,5080.11,889,North
E078,2023-10-31,4951.51,501,North
E079,2023-11-26,5623.01,858,East
E080,2023-01-23,9563.26,858,East
E081,2023-07-19,1098.59,258,South
E082,2023-02-14,3472.06,963,South
E083,2023-06-15,4400.16,295,South
E084,2023-06-03,1590.48,338,North
E085,2023-04-12,4570.16,530,East
E086,2023-09-06,3187.64,968,East
E087,2023-01-16,8471.0,925,South
E088,2023-11-13,5982.22,644,South
E089,2023-10-04,9978.57,596,South
E090,2023-05-26,4398.63,262,East
E091,2023-07-06,9392.64,645,North
E092,2023-11-07,5488.08,824,South
E093,2023-02-23,2870.88,618,East
E094,2023-10-07,7720.64,403,West
E095,2023-07-27,8216.75,245,West
E096,2023-10-07,2941.77,483,East
E097,2023-12-13,5959.71,261,North
E098,2023-04-15,7647.61,322,West
E099,2023-09-18,7095.81,225,South
E100,2023-11-10,7218.98,843,East
E001,2023-07-19,8998.11,822,West
E002,2023-12-11,3300.51,279,North
E003,2023-12-14,9103.94,449,North
E004,2023-05-31,7843.58,987,North
E005,2023-03-04,9402.58,272,East
E006,2023-08-06,4677.12,980,North
E007,2023-10-28,8943.29,486,East
E008,2023-08-03,8055.8,732,South
E009,2023-04-12,5383.86,932,West
E010,2023-01-09,4744.47,146,West
E011,2023-10-14,7197.21,127,West
E012,2023-06-15,9588.03,325,North
E013,2023-10-12,7656.58,388,West
E014,2023-05-03,3529.84,453,West
E015,2023-11-17,6310.75,385,East
E016,2023-11-04,8285.87,344,North
E017,2023-03-14,1674.05,408,East
E018,2023-06-17,8839.35,612,West
E019,2023-02-21,9558.2,314,East
E020,2023-11-29,3214.12,893,North
E021,2023-04-19,9822.65,199,North
E022,2023-04-19,8845.42,369,North
E023,2023-10-03,4027.47,157,South
E024,2023-01-16,2191.66,860,South
E025,2023-06-10,6813.81,869,South
E026,2023-12-18,7355.14,133,East
E027,2023-08-13,3500.64,389,East
E028,2023-08-23,5164.86,412,South
E029,2023-12-02,9063.01,509,East
E030,2023-05-21,7125.26,874,East
E031,2023-12-23,3686.43,907,South
E032,2023-03-30,3825.15,834,East
E033,2023-07-20,8469.32,941,North
E034,2023-04-03,1929.58,658,West
E035,2023-09-25,9698.43,821,West
E036,2023-02-05,6455.21,837,East
E037,2023-07-05,4446.18,142,West
E038,2023-04-27,6023.11,397,North
E039,2023-07-22,5101.02,311,East
E040,2023-10-28,5807.21,268,West
E041,2023-07-01,4630.95,247,East
E042,2023-12-07,9462.7,215,East
E043,2023-11-17,3101.52,652,North
E044,2023-03-20,7903.75,819,West
E045,2023-01-05,9499.13,145,North
E046,2023-04-10,1747.46,234,West
E047,2023-10-12,9645.99,887,North
E048,2023-10-18,8455.17,729,North
E049,2023-10-26,2047.07,796,South
E050,2023-12-17,5993.97,911,East
E051,2023-09-20,3614.31,430,East
E052,2023-01-26,1852.58,822,West
E053,2023-10-29,4125.72,285,North
E054,2023-02-15,2514.87,436,North
E055,2023-04-12,3168.78,772,North
E056,2023-08-05,6978.19,230,North
E057,2023-11-18,1171.59,452,South
E058,2023-11-19,5465.94,369,East
E059,2023-07-14,5296.2,831,West
E060,2023-12-07,1227.62,259,South
E061,2023-07-29,3018.74,475,North
E062,2023-01-10,2620.77,845,South
E063,2023-01-21,2975.02,531,West
E064,2023-10-02,3574.88,146,North
E065,2023-01-05,3562.79,768,East
E066,2023-02-18,5699.89,727,East
E067,2023-03-11,3475.64,600,South
E068,2023-01-22,3842.83,947,West
E069,2023-05-30,9430.52,820,South
E070,2023-10-07,9172.63,567,West
E071,2023-11-07,5363.49,653,South
E072,2023-07-12,6757.14,164,West
E073,2023-09-05,5301.15,898,East
E074,2023-03-15,2640.79,286,East
E075,2023-08-08,1585.03,157,West
E076,2023-08-17,3186.89,515,East
E077,2023-08-14,9318.8,302,South
E078,2023-02-04,4669.03,674,East
E079,2023-11-21,2395.97,627,North
E080,2023-04-24,8270.42,982,West
E081,2023-02-17,4377.08,679,East
E082,2023-02-15,5023.64,642,South
E083,2023-09-21,7210.31,379,North
E084,2023-06-27,2280.11,269,North
E085,2023-12-22,1247.66,862,South
E086,2023-05-14,6310.96,190,West
E087,2023-01-02,4734.96,442,West
E088,2023-02-15,2924.07,713,North
E089,2023-07-19,6576.21,578,West
E090,2023-08-23,5606.85,705,North
E091,2023-08-06,2504.54,667,West
E092,2023-01-06,5643.03,655,East
E093,2023-05-22,5807.18,726,North
E094,2023-11-22,6037.42,516,West
E095,2023-02-09,3571.13,340,East
E096,2023-02-20,3011.24,214,South
E097,2023-01-01,1381.88,668,North
E098,2023-01-23,6233.38,302,North
E099,2023-03-28,1024.41,686,West
E100,2023-08-17,4801.87,331,South
E001,2023-01-03,3919.61,965,North
E002,2023-06-28,6582.07,535,North
E003,2023-03-20,8447.03,273,South
E004,2023-08-19,9263.96,171,East
E005,2023-10-25,3749.0,596,South
E006,2023-06-27,9016.51,757,East
E007,2023-10-15,3553.79,546,North
E008,2023-12-21,6834.32,917,South
E009,2023-06-11,1020.3,774,East
E010,2023-04-10,8815.6,588,West
E011,2023-11-19,3038.11,573,West
E012,2023-06-28,9030.34,655,North
E013,2023-06-21,9698.51,580,West
E014,2023-07-19,4090.24,556,East
E015,2023-08-18,2016.73,128,South
E016,2023-09-06,2450.83,155,North
E017,2023-12-17,5592.4,610,East
E018,2023-03-02,7532.73,148,West
E019,2023-12-15,8497.64,159,North
E020,2023-02-23,2398.62,867,East
E021,2023-10-26,9276.08,544,East
E022,2023-01-07,2979.69,264,North
E023,2023-08-22,3180.66,554,South
E024,2023-12-31,3785.12,552,West
E025,2023-05-12,3675.43,543,East
E026,2023-11-11,3598.13,760,North
E027,2023-01-22,6038.56,825,North
E028,2023-01-24,1073.27,243,East
E029,2023-09-28,3508.01,252,West
E030,2023-10-10,6449.06,632,South
E031,2023-12-20,4428.63,942,East
E032,2023-08-15,8667.34,340,East
E033,2023-06-25,1624.91,946,North
E034,2023-04-26,7140.54,728,East
E035,2023-09-06,8238.63,977,West
E036,2023-04-25,5096.81,646,West
E037,2023-09-03,1061.57,686,East
E038,2023-01-09,8347.85,671,North
E039,2023-11-30,6374.34,663,South
E040,2023-07-29,2738.99,797,North
E041,2023-11-23,9910.32,650,North
E042,2023-04-24,2768.35,844,North
E043,2023-09-30,1082.09,871,East
E044,2023-09-18,5746.1,171,North
E045,2023-08-09,9781.74,816,East
E046,2023-04-18,2626.95,133,North
E047,2023-06-12,2991.93,418,North
E048,2023-05-11,5626.24,669,West
E049,2023-10-18,7819.85,444,West
E050,2023-06-14,5782.36,738,South
E051,2023-11-22,4184.17,652,North
E052,2023-11-19,4125.76,573,East
E053,2023-12-23,2476.11,277,North
E054,2023-06-26,4836.89,659,North
E055,2023-02-05,8109.98,400,East
E056,2023-05-29,5126.32,925,North
E057,2023-05-17,3387.52,719,South
E058,2023-11-30,6058.19,964,West
E059,2023-11-24,5763.26,537,South
E060,2023-02-13,2515.88,861,East
E061,2023-07-25,7977.11,876,West
E062,2023-05-26,9491.32,605,West
E063,2023-08-08,9498.34,444,East
E064,2023-11-08,3769.76,484,South
E065,2023-12-09,1197.86,156,North
E066,2023-08-20,6044.29,500,West
E067,2023-08-27,8562.64,427,West
E068,2023-06-09,5457.1,969,South
E069,2023-08-26,4216.04,581,South
E070,2023-07-17,1146.42,145,East
E071,2023-12-18,9091.08,390,West
E072,2023-06-06,1108.51,513,East
E073,2023-09-28,9474.89,154,North
E074,2023-04-13,7306.8,938,West
E075,2023-10-19,4987.59,188,West
E076,2023-09-24,4249.75,381,North
E077,2023-11-16,4868.85,704,North
E078,2023-04-12,8851.25,353,North
E079,2023-10-28,2794.12,500,South
E080,2023-06-30,1041.13,947,East
E081,2023-02-12,9447.97,837,West
E082,2023-04-27,6948.75,705,South
E083,2023-07-15,3518.63,122,West
E084,2023-12-30,9974.23,529,East
E085,2023-04-21,6348.46,266,West
E086,2023-08-04,5748.04,762,South
E087,2023-07-17,3551.28,592,East
E088,2023-03-19,9933.07,668,South
E089,2023-01-11,1204.99,265,South
E090,2023-12-28,2341.35,161,East
E091,2023-02-08,8186.46,351,East
E092,2023-03-14,5679.25,632,South
E093,2023-03-27,2887.39,543,West
E094,2023-04-25,1356.07,637,West
E095,2023-03-08,3681.51,873,East
E096,2023-04-06,9968.36,588,West
E097,2023-08-05,9331.97,519,North
E098,2023-02-11,1954.67,763,West
E099,2023-04-08,3404.78,619,West
E100,2023-12-01,3761.07,238,South
E001,2023-10-22,8900.05,647,South
E002,2023-12-24,5613.28,547,East
E003,2023-01-03,7766.61,878,East
E004,2023-06-19,5360.36,501,East
E005,2023-04-25,4211.39,946,North
E006,2023-08-30,1846.91,535,South
E007,2023-01-26,3959.45,239,South
E008,2023-08-19,5709.91,820,North
E009,2023-03-09,1192.38,905,South
E010,2023-01-05,3792.12,200,East
E011,2023-12-20,5635.18,859,West
E012,2023-04-30,9303.05,935,West
E013,2023-05-31,5423.07,837,West
E014,2023-06-07,2310.17,783,South
E015,2023-04-10,8777.52,275,West
E016,2023-09-03,4648.42,509,East
E017,2023-01-23,1206.96,294,North
E018,2023-10-19,4556.95,708,North
E019,2023-08-22,9646.79,435,North
E020,2023-12-02,8668.94,957,North
E021,2023-02-16,3087.82,118,West
E022,2023-05-29,3241.23,701,North
E023,2023-04-27,8579.76,447,South
E024,2023-02-16,1396.98,194,East
E025,2023-10-31,6538.14,499,South
E026,2023-05-24,9748.28,878,West
E027,2023-03-01,1504.64,488,West
E028,2023-07-12,4230.43,888,West
E029,2023-09-14,9638.19,715,West
E030,2023-05-22,7890.42,578,West
E031,2023-09-22,1663.14,699,East
E032,2023-11-30,6922.87,615,West
E033,2023-10-12,1282.35,952,West
E034,2023-03-04,5075.18,787,South
E035,2023-02-13,6913.06,479,North
E036,2023-01-09,9194.89,390,East
E037,2023-03-03,4792.64,531,South
E038,2023-11-26,2392.14,510,North
E039,2023-03-30,7535.14,243,North
E040,2023-04-11,2136.78,750,North
E041,2023-08-21,3282.21,960,West
E042,2023-01-01,6756.79,134,East
E043,2023-03-12,7974.61,855,South
E044,2023-06-12,1347.85,910,West
E045,2023-09-08,1397.38,615,East
E046,2023-05-08,8289.22,166,North
E047,2023-05-18,5798.33,710,West
E048,2023-12-13,7140.5,544,South
E049,2023-02-27,6205.2,373,South
E050,2023-12-23,3616.49,539,East
E051,2023-01-01,7592.35,611,East
E052,2023-01-21,5523.08,579,West
E053,2023-08-31,2000.71,558,South
E054,2023-06-14,7974.12,323,North
E055,2023-12-10,1921.77,364,East
E056,2023-03-23,4226.29,200,South
E057,2023-02-22,1803.47,285,West
E058,2023-01-08,3776.01,765,South
E059,2023-12-18,2984.81,184,South
E060,2023-06-27,5340.38,332,South
E061,2023-12-20,2703.94,177,South
E062,2023-02-02,7289.38,440,East
E063,2023-06-21,9878.24,736,South
E064,2023-06-09,8339.19,669,East
E065,2023-01-14,1239.47,203,West
E066,2023-12-12,2965.33,916,South
E067,2023-06-06,7754.28,797,South
E068,2023-07-08,6859.47,180,South
E069,2023-12-15,3801.44,217,East
E070,2023-06-13,6400.17,414,East
E071,2023-12-30,4849.36,774,East
E072,2023-02-05,5059.61,550,West
E073,2023-12-14,2833.93,957,East
E074,2023-12-23,1170.96,743,West
E075,2023-08-20,4672.06,821,West
E076,2023-06-05,4071.84,541,West
E077,2023-01-17,5714.36,259,West
E078,2023-05-26,4365.1,836,West
E079,2023-11-17,7510.24,594,South
E080,2023-04-25,6806.4,148,North
E081,2023-02-21,3140.87,865,South
E082,2023-11-21,9431.78,775,North
E083,2023-09-19,9048.39,850,East
E084,2023-11-28,8631.47,586,South
E085,2023-12-21,6575.26,915,East
E086,2023-10-28,2168.79,103,South
E087,2023-11-29,8308.69,903,South
E088,2023-10-23,7447.26,923,West
E089,2023-11-25,8016.22,190,South
E090,2023-11-19,8723.14,395,East
E091,2023-10-27,5753.9,853,South
E092,2023-06-12,9061.56,680,East
E093,2023-09-08,3074.24,234,South
E094,2023-03-03,7448.22,491,East
E095,2023-09-04,9034.5,975,North
E096,2023-04-10,6800.45,771,South
E097,2023-06-09,1699.68,239,South
E098,2023-02-07,5321.57,359,North
E099,2023-04-13,9832.31,856,South
E100,2023-04-18,7674.1,548,North
E001,2023-03-09,2513.24,726,West
E002,2023-04-08,2692.66,113,East
E003,2023-01-09,3302.04,136,East
E004,2023-07-19,6251.47,125,South
E005,2023-07-15,3181.28,353,West
E006,2023-01-02,4625.22,912,North
E007,2023-01-14,4014.95,834,East
E008,2023-05-31,3215.13,606,East
E009,2023-12-04,7648.36,276,West
E010,2023-05-06,6426.97,736,South
E011,2023-03-07,9303.71,750,East
E012,2023-09-24,6524.45,153,North
E013,2023-04-28,7886.66,431,East
E014,2023-07-05,5073.48,737,South
E015,2023-07-26,1122.28,910,East
E016,2023-11-25,9824.08,453,East
E017,2023-01-26,5446.53,838,North
E018,2023-07-21,8815.37,918,East
E019,2023-10-19,8510.55,500,North
E020,2023-11-21,5654.86,276,West
E021,2023-09-18,3893.44,130,North
E022,2023-08-23,5375.29,293,East
E023,2023-08-24,2823.7,151,South
E024,2023-10-05,6326.89,970,South
E025,2023-03-15,9894.98,281,East
E026,2023-08-17,6842.51,333,North
E027,2023-06-28,7804.82,678,East
E028,2023-07-13,9835.88,459,West
E029,2023-10-05,8525.97,172,South
E030,2023-05-20,5548.89,330,East
E031,2023-05-05,3880.23,180,South
E032,2023-10-20,7188.93,322,West
E033,2023-12-31,7370.02,642,North
E034,2023-06-17,5962.18,683,North
E035,2023-10-22,3696.72,796,South
E036,2023-12-13,8303.43,692,West
E037,2023-05-25,1973.72,150,South
E038,2023-03-28,5196.57,725,West
E039,2023-03-19,5334.73,504,East
E040,2023-12-01,9714.83,630,West
E041,2023-11-17,2232.57,875,North
E042,2023-08-09,7375.9,302,West
E043,2023-09-03,7173.56,180,West
E044,2023-05-18,1298.48,125,North
E045,2023-08-14,1606.31,747,East
E046,2023-09-02,4814.95,701,South
E047,2023-06-13,7842.73,691,East
E048,2023-01-25,7998.2,574,North
E049,2023-03-21,1937.37,103,North
E050,2023-10-02,5234.76,340,West
E051,2023-09-08,9300.15,171,North
E052,2023-12-15,7074.45,170,South
E053,2023-11-23,9572.41,622,South
E054,2023-11-14,4274.23,777,West
E055,2023-10-31,2458.8,692,East
E056,2023-10-15,3336.04,583,South
E057,2023-03-11,9266.99,235,South
E058,2023-08-30,4957.24,139,North
E059,2023-09-12,1594.81,661,South
E060,2023-08-08,9268.87,394,West
E061,2023-10-08,8434.81,430,South
E062,2023-09-12,8880.46,460,West
E063,2023-10-30,6910.61,319,East
E064,2023-06-17,5952.93,378,West
E065,2023-12-12,7530.91,894,South
E066,2023-02-15,9087.24,419,South
E067,2023-04-02,5060.97,679,West
E068,2023-07-22,7326.66,717,South
E069,2023-07-05,9660.63,645,North
E070,2023-05-02,3931.17,675,North
E071,2023-05-04,3509.73,431,South
E072,2023-05-08,5064.66,537,East
E073,2023-09-01,5745.09,950,West
E074,2023-03-23,3343.62,269,West
E075,2023-11-22,1139.63,824,North
E076,2023-12-21,3901.0,517,East
E077,2023-04-21,4614.19,985,South
E078,2023-07-28,7656.58,439,South
E079,2023-09-09,6269.74,872,South
E080,2023-11-13,3507.84,918,East
E081,2023-07-08,7188.11,400,West
E082,2023-10-15,7693.41,602,East
E083,2023-05-03,8357.64,784,West
E084,2023-02-21,2374.23,964,West
E085,2023-11-26,3531.05,272,West
E086,2023-07-09,6802.59,463,North
E087,2023-04-13,9073.86,265,North
E088,2023-11-17,6807.83,656,West
E089,2023-02-24,3977.24,293,East
E090,2023-11-26,5008.75,450,East
E091,2023-04-10,6494.96,515,North
E092,2023-07-21,5095.24,894,South
E093,2023-06-25,3120.34,478,East
E094,2023-09-14,8187.22,761,East
E095,2023-07-02,1559.29,708,North
E096,2023-04-11,3391.7,561,South
E097,2023-04-30,8880.47,459,West
E098,2023-06-18,9503.55,462,East
E099,2023-03-23,9979.13,333,South
E100,2023-05-02,9052.99,425,South
E001,2023-06-22,7449.23,472,North
E002,2023-04-28,7791.44,289,West
E003,2023-05-01,7508.16,224,South
E004,2023-06-15,9506.5,810,South
E005,2023-09-18,5588.42,808,North
E006,2023-04-03,5150.7,559,West
E007,2023-07-07,3152.7,863,East
E008,2023-12-22,2991.62,322,North
E009,2023-08-14,8494.75,603,West
E010,2023-05-11,7663.43,778,East
E011,2023-05-23,3657.97,843,South
E012,2023-09-16,7329.38,523,South
E013,2023-02-21,7744.97,194,South
E014,2023-01-09,8721.73,284,West
E015,2023-08-08,8854.21,791,East
E016,2023-11-11,8636.1,902,West
E017,2023-06-09,6559.52,864,North
E018,2023-09-12,5498.71,635,South
E019,2023-06-05,7321.8,785,West
E020,2023-07-12,3674.18,871,East
E021,2023-03-10,9153.1,480,North
E022,2023-09-16,9168.37,552,North
E023,2023-05-09,9014.73,587,East
E024,2023-11-08,4158.95,631,East
E025,2023-09-04,2599.99,582,North
E026,2023-06-02,4604.2,907,East
E027,2023-09-07,1810.12,434,West
E028,2023-04-17,8566.43,846,East
E029,2023-02-25,3765.45,842,North
E030,2023-08-26,4198.48,284,South
E031,2023-11-24,9685.52,840,South
E032,2023-06-12,2618.99,405,North
E033,2023-03-25,1033.34,741,South
E034,2023-12-15,4272.97,308,North
E035,2023-11-24,2630.96,865,West
E036,2023-05-18,7304.05,840,South
E037,2023-02-08,8078.46,536,North
E038,2023-04-19,5960.93,998,West
E039,2023-04-24,6277.73,411,West
E040,2023-01-22,8620.62,825,South
E041,2023-04-05,5346.14,319,East
E042,2023-06-25,1224.04,464,North
E043,2023-08-22,8115.79,484,North
E044,2023-01-07,7734.93,935,North
E045,2023-12-21,1452.88,353,South
E046,2023-01-28,6633.04,522,South
E047,2023-01-16,8992.7,257,South
E048,2023-02-08,7719.98,392,East
E049,2023-12-03,2507.73,844,East
E050,2023-11-17,3245.25,547,South
E051,2023-01-25,3797.32,998,North
E052,2023-04-16,1641.81,257,West
E053,2023-05-20,1042.04,931,East
E054,2023-11-16,9990.99,766,East
E055,2023-12-04,7462.89,677,West
E056,2023-05-13,9523.39,393,East
E057,2023-05-03,5693.22,990,South
E058,2023-10-20,3076.43,655,South
E059,2023-01-22,2543.99,495,East
E060,2023-01-17,9416.17,173,South
E061,2023-12-27,5736.77,131,South
E062,2023-11-04,9424.12,503,North
E063,2023-05-05,8352.99,696,East
E064,2023-06-06,2483.58,149,East
E065,2023-05-14,4363.23,693,East
E066,2023-06-15,7794.92,898,West
E067,2023-11-25,4134.53,950,North
E068,2023-12-20,9324.94,425,West
E069,2023-11-16,9080.08,772,West
E070,2023-04-05,2797.3,476,South
E071,2023-11-04,9268.3,754,South
E072,2023-11-21,9220.82,518,South
E073,2023-10-03,7805.92,209,West
E074,2023-01-08,5766.79,249,South
E075,2023-05-29,1730.26,695,South
E076,2023-05-13,5193.66,677,West
E077,2023-11-15,2904.67,358,West
E078,2023-10-20,2391.17,930,South
E079,2023-05-22,4875.66,898,South
E080,2023-05-27,1850.08,288,East
E081,2023-12-01,4555.99,828,North
E082,2023-08-31,5378.98,476,East
E083,2023-09-01,4522.57,678,South
E084,2023-11-04,5361.37,830,East
E085,2023-05-23,4989.53,919,West
E086,2023-03-15,1674.51,728,South
E087,2023-09-23,2265.28,836,West
E088,2023-05-07,5793.4,262,South
E089,2023-12-06,3668.15,179,West
E090,2023-11-28,3482.63,703,North
E091,2023-07-21,7628.9,672,South
E092,2023-06-15,5745.82,167,West
E093,2023-07-19,5317.39,211,West
E094,2023-10-29,7313.87,570,West
E095,2023-09-25,8852.34,922,South
E096,2024-01-01,1844.84,428,West
E097,2023-11-08,8768.11,268,South
E098,2023-05-22,6173.21,537,West
E099,2023-04-07,9817.21,544,West
E100,2023-02-18,6633.69,380,West
E001,2023-04-27,4123.02,466,South
E002,2023-10-24,9616.75,567,South
E003,2023-09-05,9429.26,478,East
E004,2023-09-01,8745.04,362,West
E005,2023-05-16,2207.97,477,East
E006,2023-02-24,3782.7,814,South
E007,2023-02-27,5010.09,154,West
E008,2023-06-29,5973.02,979,North
E009,2023-04-30,7561.91,983,North
E010,2023-10-31,1367.83,856,North
E011,2023-02-28,5108.68,772,West
E012,2023-08-08,2648.99,293,West
E013,2023-05-20,8267.46,662,West
E014,2023-04-29,9742.25,595,East
E015,2023-10-29,3694.02,533,East
E016,2023-06-10,8024.39,852,East
E017,2023-09-25,1117.1,937,East
E018,2023-06-02,1777.66,481,East
E019,2023-09-04,2568.02,275,North
E020,2023-07-05,1516.93,134,West
E021,2023-01-08,5323.32,508,South
E022,2023-02-22,9144.19,527,South
E023,2023-08-19,9126.86,214,South
E024,2023-06-09,3597.77,103,East
E025,2023-10-05,4755.31,965,West
E026,2023-09-22,5417.6,149,East
E027,2023-09-13,1715.0,839,South
E028,2023-12-24,8383.31,655,North
E029,2023-11-04,4673.41,169,South
E030,2023-04-20,2599.73,983,North
E031,2023-02-03,6856.82,530,North
E032,2023-01-30,8778.9,973,East
E033,2023-02-27,5842.37,905,West
E034,2023-07-26,7823.34,440,East
E035,2023-01-06,9271.02,711,North
